0;528;3270
1;3877;2040
2;5286;688
3;2005;2342
4;7564;578
5;179;3244
6;103;1680
7;781;1266
8;4032;2810
9;5243;3494
10;4033;2595
11;5400;3389
12;5904;1652
13;159;701
14;3140;7790
15;1726;4070
16;3616;4531
17;4408;4669
18;6395;3626
19;7371;3746
20;6489;6669
21;1332;4314
22;6715;6686
23;1636;2636
24;1606;7043
25;3444;7254
26;2596;7913
27;5793;2308
28;5342;6209
29;7869;7314
30;5583;728
31;2210;7214
32;1940;5547
33;6887;2238
34;903;2463
35;3269;3895
36;4747;5727
37;7778;5006
38;2169;4627
39;5914;5168
40;6953;2489
41;2218;6679
42;5712;1532
43;2518;5606
44;2974;5992
45;5965;874
46;4920;4993
47;2676;865
48;4610;6803
49;292;9
50;6438;664
51;2454;1912
52;1720;4368
53;3817;7151
54;6260;78
55;2776;1422
56;2814;1625
57;2538;1697
58;3616;1106
59;134;1292
60;7928;5349
61;3721;2647
62;2183;4803
63;4771;7094
64;3877;7298
65;2707;5334
66;6817;1735
67;4984;3446
68;1015;578
69;2755;1587
70;4997;5388
71;5443;2701
72;782;3999
73;2612;5980
74;1030;5887
75;1415;7956
76;6886;52
77;1928;482
78;3863;982
79;1991;5460
80;5415;4862
81;3286;2581
82;5410;3439
83;2075;3093
84;2210;5583
85;1110;7856
86;795;1348
87;4328;4719
88;4313;4766
89;2743;665
90;6486;4941
91;5882;5456
92;5436;5052
93;7121;1475
94;4760;6425
95;5676;4640
96;3441;4877
97;1657;7005
98;4092;37
99;5222;7589
100;2236;756
101;2332;4331
102;6038;4266
103;6745;4827
104;1852;5228
105;6332;5853
106;5666;3547
107;4738;5450
108;3197;438
109;123;2376
110;3828;1568
111;2973;4417
112;5407;6264
113;461;7055
114;981;7384
115;755;5956
116;7522;5482
117;5185;1986
118;7303;7494
119;4247;1176
120;950;3073
121;7093;6564
122;2261;3856
123;4136;4014
124;4504;2152
125;2065;4985
126;2852;3678
127;7479;7826
128;1056;641
129;1289;2786
130;6302;5582
131;1959;4839
132;1500;7513
133;4268;3516
134;1937;4427
135;5884;182
136;5805;193
137;3182;6236
138;3990;2497
139;2459;2621
140;3517;1407
141;5025;541
142;4158;4445
143;99;1167
144;544;7627
145;7982;7942
146;6686;2646
147;6432;3147
148;1259;7695
149;51;4912
150;2195;1505
151;2658;3872
152;1806;1068
153;4772;7631
154;2027;842
155;6437;128
156;420;7635
157;1659;233
158;4590;5361
159;7616;588
160;4574;1557
161;2009;6427
162;6673;3564
163;2363;2121
164;1657;5118
165;4724;7269
166;7721;2967
167;6358;6611
168;3339;4056
169;7740;5670
170;2116;6387
171;7642;1934
172;576;495
173;3397;2458
174;711;6032
175;6355;5088
176;3787;5667
177;1181;4566
178;2819;7761
179;2054;4616
180;6542;3947
181;3426;1041
182;7536;7709
183;2842;5838
